model,RMSE,MAE,R2,n_samples
Poly1_Linear,4.060092437827988,2.4605155981247924,0.21116948929822266,42
Poly2_Linear,4.280572795557502,2.4939611756941593,0.12316953381716433,42
Poly4_Ridge,5.542029019315176,2.8237683667451177,-0.4697702355537454,42
Poly3_Linear,8.080308624365243,3.8661124604996435,-2.1244080981176996,42
