term_std_basis,coefficient_std_basis
Collagen_mg_mL,0.48919397829349753
UV_min,0.24462502002108857
Collagen_mg_mL^2,-0.8910251075330785
Collagen_mg_mL UV_min,0.28718651838062714
UV_min^2,-0.2948322045862448
Collagen_mg_mL^3,0.1942780749355029
Collagen_mg_mL^2 UV_min,-0.10871824618335206
Collagen_mg_mL UV_min^2,0.07903828845297724
UV_min^3,0.24867636959927475
Intercept,0.45887539055159443
