term_std_basis,coefficient_std_basis
Collagen_mg_mL,0.8933855613939857
UV_min,0.4472017075347532
Collagen_mg_mL^2,0.1696141478082295
Collagen_mg_mL UV_min,0.18002492830283562
UV_min^2,-0.3586373492160739
Collagen_mg_mL^3,0.03362320492905872
Collagen_mg_mL^2 UV_min,0.06666707800794931
Collagen_mg_mL UV_min^2,-0.062467932048150564
UV_min^3,0.09127773137242823
Intercept,0.1586975654115011
