model,RMSE,MAE,R2,n_samples
Poly2_Linear,0.5640534928856192,0.4154878702081854,0.9538435616199656,14
Poly4_Ridge,1.0503098285641788,0.7301684907813716,0.8399607296364558,14
Poly1_Linear,1.2052442458750203,1.0694199744170196,0.7892624934742503,14
Poly3_Linear,2.880087053522804,1.376702584736393,-0.20338039964825905,14
