term_std_basis,coefficient_std_basis
Collagen_mg_mL,0.324798287236613
UV_min,0.762453919045381
Collagen_mg_mL^2,0.1594376595828524
Collagen_mg_mL UV_min,0.1660154784496543
UV_min^2,-0.5826639726712124
Collagen_mg_mL^3,0.12952783135583623
Collagen_mg_mL^2 UV_min,0.04263238890056096
Collagen_mg_mL UV_min^2,-0.03252905782370476
UV_min^3,0.1420206497497995
Intercept,0.3375248675622388
