model,RMSE,MAE,R2,n_samples
Poly2_Linear,0.9973251801928354,0.7005214209075137,0.8550328620815009,9
Poly1_Linear,1.7254667261135455,1.5101009122090585,0.5660804933939928,9
Poly3_Linear,5.399073029411232,3.279031181806855,-3.248488042762414,9
Poly4_Ridge,6.401909494032247,2.9939629977749607,-4.973310034421152,9
